IP,City,Region,Country,Longitude,Latitude,PageViewTime
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:47:0
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:48:53
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:49:39
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:50:0
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:51:10
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:51:19
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:51:45
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:52:14
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:52:42
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:52:52
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:52:55
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:53:7
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:53:20
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:53:28
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:53:38
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:53:49
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:54:55
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:55:11
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:55:22
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:55:39
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:55:57
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:7
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:15
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:22
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:28
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:34
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:42
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:47
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:56:53
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:57:10
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 21:57:18
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:6:20
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:8:38
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:10:4
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:12:12
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:18:44
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:20:39
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:21:43
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:22:9
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:22:23
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,6/2/2014 at 22:22:35
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:4:45
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:5:30
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:9:2
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:10:12
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:15:51
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:16:17
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:17:41
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:21:59
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:22:35
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:23:6
130.239.40.136,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 0:25:2
192.168.0.101,,,,,7/2/2014 at 3:7:19
192.168.0.101,,,,,7/2/2014 at 3:7:31
192.168.0.101,,,,,7/2/2014 at 3:10:29
90.132.49.158,,,SE,62.0000,15.0000,7/2/2014 at 10:13:2
80.244.82.213,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 10:15:32
80.244.82.213,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 10:15:49
90.132.49.158,,,SE,62.0000,15.0000,7/2/2014 at 10:46:43
80.244.82.213,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,7/2/2014 at 13:47:34
188.165.248.41,,,FR,48.8600,2.3500,7/2/2014 at 13:48:18
66.249.81.162,Mountain View,California,US,37.4192,-122.0574,8/2/2014 at 12:6:8
66.249.81.162,Mountain View,California,US,37.4192,-122.0574,8/2/2014 at 12:7:18
192.168.0.101,,,,,8/2/2014 at 21:45:7
192.168.0.101,,,,,8/2/2014 at 21:51:42
192.168.0.101,,,,,9/2/2014 at 3:11:53
192.168.0.101,,,,,9/2/2014 at 3:19:12
192.168.0.100,,,,,9/2/2014 at 11:22:28
192.168.0.100,,,,,9/2/2014 at 11:22:56
192.168.0.101,,,,,9/2/2014 at 11:39:39
192.168.0.101,,,,,9/2/2014 at 12:34:34
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 21:28:45
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 21:29:25
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 21:37:43
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 22:24:57
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 22:25:4
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 23:20:0
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 23:27:37
130.239.40.117,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,9/2/2014 at 23:51:51
192.168.0.101,,,,,10/2/2014 at 1:35:40
192.168.0.106,,,,,10/2/2014 at 12:52:12
192.168.0.106,,,,,10/2/2014 at 12:54:4
192.168.0.106,,,,,10/2/2014 at 12:55:26
192.168.0.106,,,,,10/2/2014 at 12:56:30
192.168.0.106,,,,,10/2/2014 at 12:59:19
80.244.82.213,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 13:0:12
80.244.82.213,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 13:0:12
192.168.0.106,,,,,10/2/2014 at 13:0:25
192.168.0.106,,,,,10/2/2014 at 13:3:20
192.168.0.106,,,,,10/2/2014 at 13:4:30
192.168.0.100,,,,,10/2/2014 at 13:35:17
130.239.224.138,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 15:5:49
130.239.224.138,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 15:9:28
130.239.224.138,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 15:19:23
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:5:4
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:8:45
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:13:46
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:14:52
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:15:46
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:16:17
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:16:39
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:16:57
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:17:2
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:17:24
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:19:59
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:20:28
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:21:4
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:21:51
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:23:23
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:23:37
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:24:23
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:25:6
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:26:23
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:27:17
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:27:45
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:28:29
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:28:34
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:29:13
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:30:22
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:30:47
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:31:47
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:32:5
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:32:34
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:33:0
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:33:11
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:33:54
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:34:55
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:35:32
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:35:48
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:36:58
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:15
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:22
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:23
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:29
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:35
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:37:41
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:39:34
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:39:46
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:39:58
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:40:1
130.239.40.125,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 16:40:3
31.13.99.117,,,IE,53.0000,-8.0000,10/2/2014 at 19:50:8
217.208.158.216,Kristianstad,Skane Lan,SE,56.0333,14.1333,10/2/2014 at 20:19:18
130.239.40.135,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 22:1:49
130.239.40.135,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,10/2/2014 at 22:7:17
192.168.0.101,,,,,10/2/2014 at 23:14:58
192.168.0.101,,,,,10/2/2014 at 23:31:25
192.168.0.100,,,,,11/2/2014 at 4:12:4
50.140.100.178,Miami,Florida,US,25.8535,-80.1811,11/2/2014 at 4:37:36
192.168.0.101,,,,,11/2/2014 at 5:6:33
192.168.0.105,,,,,11/2/2014 at 5:40:19
192.168.0.105,,,,,11/2/2014 at 5:45:57
192.168.0.105,,,,,11/2/2014 at 5:47:10
192.168.0.105,,,,,11/2/2014 at 5:47:53
192.168.0.105,,,,,11/2/2014 at 5:53:16
192.168.0.105,,,,,11/2/2014 at 5:54:52
192.168.0.105,,,,,11/2/2014 at 5:59:12
192.168.0.105,,,,,11/2/2014 at 6:30:58
192.168.0.105,,,,,11/2/2014 at 6:31:35
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 8:12:14
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 8:17:2
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:10:31
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:11:41
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:12:1
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:12:2
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:12:35
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:16:30
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:34:14
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:35:3
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:35:26
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:35:47
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:36:34
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:37:36
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:38:12
130.239.236.140,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:44:13
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 9:49:9
130.239.127.58,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 10:0:22
192.168.0.101,,,,,11/2/2014 at 11:25:44
192.168.0.101,,,,,11/2/2014 at 11:27:51
192.168.0.101,,,,,11/2/2014 at 15:1:48
130.239.238.216,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,11/2/2014 at 15:50:56
213.101.201.73,,,SE,62.0000,15.0000,11/2/2014 at 21:49:11
213.101.201.73,,,SE,62.0000,15.0000,11/2/2014 at 21:55:35
213.101.201.73,,,SE,62.0000,15.0000,11/2/2014 at 21:57:46
213.101.201.73,,,SE,62.0000,15.0000,11/2/2014 at 22:17:23
192.168.0.100,,,,,12/2/2014 at 6:35:33
130.239.208.24,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,12/2/2014 at 10:16:6
130.239.208.24,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,12/2/2014 at 11:39:26
130.239.40.119,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,12/2/2014 at 20:46:0
130.239.40.119,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,12/2/2014 at 20:48:21
130.239.40.119,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,12/2/2014 at 22:2:34
192.168.0.101,,,,,13/2/2014 at 2:33:50
192.168.0.101,,,,,13/2/2014 at 2:34:36
192.168.0.101,,,,,13/2/2014 at 10:40:3
192.168.0.101,,,,,13/2/2014 at 11:26:38
192.168.0.101,,,,,13/2/2014 at 11:27:29
192.168.0.101,,,,,13/2/2014 at 11:28:26
192.168.0.101,,,,,13/2/2014 at 11:29:16
192.168.0.101,,,,,13/2/2014 at 11:30:31
192.168.0.101,,,,,13/2/2014 at 11:30:49
192.168.0.101,,,,,13/2/2014 at 11:31:59
192.168.0.101,,,,,13/2/2014 at 11:33:14
192.168.0.101,,,,,13/2/2014 at 11:35:1
192.168.0.101,,,,,13/2/2014 at 11:35:56
192.168.0.101,,,,,13/2/2014 at 11:36:13
192.168.0.101,,,,,13/2/2014 at 11:37:10
192.168.0.101,,,,,13/2/2014 at 11:37:22
192.168.0.101,,,,,13/2/2014 at 11:40:20
192.168.0.101,,,,,13/2/2014 at 11:45:4
192.168.0.101,,,,,13/2/2014 at 11:45:30
192.168.0.101,,,,,13/2/2014 at 11:48:23
130.239.227.109,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,13/2/2014 at 12:33:47
130.239.227.109,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,13/2/2014 at 12:33:47
192.168.0.101,,,,,13/2/2014 at 15:33:36
130.239.232.113,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,13/2/2014 at 22:4:53
130.239.232.113,Umeå,Vasterbottens Lan,SE,63.8333,20.2500,13/2/2014 at 22:8:45
192.168.0.101,,,,,14/2/2014 at 1:21:32
192.168.0.101,,,,,14/2/2014 at 1:28:13
192.168.0.101,,,,,14/2/2014 at 1:31:44
192.168.0.101,,,,,14/2/2014 at 1:35:27
192.168.0.104,,,,,14/2/2014 at 13:39:25
192.168.0.104,,,,,14/2/2014 at 13:39:27
192.168.0.101,,,,,15/2/2014 at 11:42:33
192.168.0.101,,,,,15/2/2014 at 12:34:27
192.168.0.101,,,,,15/2/2014 at 13:35:44
192.168.0.100,,,,,15/2/2014 at 17:56:40
192.168.0.100,,,,,15/2/2014 at 18:17:1
